CAMPUS	CAD_GAP	CAD_MATH	CAD_POST	CAD_PROGRESS	CAD_READ	CAD_SCIE	CAD_SOCI	CAMPNAME	CFLAEATYPE	CFLAEC	CFLALTED	CFLCHART	CFLDAEP	CFLEEK	CFLJJ	CFLNEWCAMP	CFLPAIR	CFLPAIRD	CFLPAIRO	CFLRTF	CI1	CI1_CUT	CI1_MAXPTS	CI1_MET	CI1_TOTPTS	CI2	CI2_CUT	CI2_MAXPTS	CI2_MET	CI2_TOTPTS	CI3	CI3_CUT	CI3_MAXPTS	CI3_MET	CI3_TOTPTS	CI4	CI4_CUT	CI4_GRD_WGT	CI4_MET	CI4_PSG_WGT	CI4_RHS_WGT	CI4_STR_WGT	CNTYNAME	COUNTY	CPEMALLC	CPEMALLP	CPEMALLT	CPETALLC	CPETECHC	CPETECHP	CPETECOC	CPETECOP	CPETLEPC	CPETLEPP	CPETSPEC	CPETSPEP	C_RATING	C_UPDATE	C_YRS_IR	DISTNAME	DISTRICT	GRDHIGH	GRDLOW	GRDSPAN	GRDTYPE	PAIRCAMP	PAIRNAME	REGION	REGNNAME
036902001	0	0	1	1	0	0	0	BARBERS HILL H S	 	N	N	N	N	N	N	N	N	N	N	N	93	60	1954	Y	1819	41	17	800	Y	330	58	30	1600	Y	932	92	60	24.9	Y	23.4	24.7	19.2	CHAMBERS	036	141	9	1564	1515	.	.	172	11.4	14	0.9	87	5.7	M	 	.	BARBERS HILL ISD	036902	12	09	09 - 12	S	 	 	04	REGION 04: HOUSTON
036902005	 	 	 	 	 	 	 	ALTERNATIVE SCHOOL	 	N	N	N	Y	N	N	N	N	N	N	N	.	60	0	X	0	.	17	0	X	.	.	30	0	X	.	.	.	.	X	.	.	.	CHAMBERS	036	58	100	58	3	.	.	1	33.3	0	0	1	33.3	X	 	.	BARBERS HILL ISD	036902	11	07	07 - 11	S	 	 	04	REGION 04: HOUSTON
036902006	 	 	 	 	 	 	 	HIGHPOINT	 	N	N	N	Y	N	N	N	N	N	N	N	.	60	.	X	.	.	17	0	X	.	.	30	0	X	.	.	.	.	X	.	.	.	CHAMBERS	036	8	100	8	1	.	.	0	0	0	0	0	0	X	 	.	BARBERS HILL ISD	036902	10	10	10 - 10	S	 	 	04	REGION 04: HOUSTON
036902042	0	0	0	0	0	0	0	BARBERS HILL MIDDLE NORTH	 	N	N	N	N	N	N	N	N	N	N	N	88	60	1551	Y	1365	41	30	1200	Y	489	51	26	2400	Y	1225	53	13	.	Y	.	.	53.3	CHAMBERS	036	69	12.5	554	543	.	.	105	19.3	10	1.8	44	8.1	M	 	.	BARBERS HILL ISD	036902	08	06	06 - 08	M	 	 	04	REGION 04: HOUSTON
036902043	0	0	0	0	0	0	0	BARBERS HILL MIDDLE SOUTH	 	N	N	N	N	N	N	N	N	N	N	N	91	60	2038	Y	1845	38	30	1200	Y	453	52	26	2000	Y	1046	61	13	.	Y	.	.	60.7	CHAMBERS	036	53	7.8	682	696	.	.	109	15.7	15	2.2	40	5.7	M	 	.	BARBERS HILL ISD	036902	08	06	06 - 08	M	 	 	04	REGION 04: HOUSTON
036902102	 	 	 	 	 	 	 	BARBERS HILL PRI	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	CHAMBERS	036	44	10.9	403	400	.	.	71	17.8	23	5.8	19	4.8	M	 	.	BARBERS HILL ISD	036902	01	01	01 - 01	E	036902105	BARBERS HILL EL SOUTH	04	REGION 04: HOUSTON
036902104	1	1	1	1	0	1	 	BARBERS HILL EL NORTH	 	N	N	N	N	N	N	N	N	N	N	N	89	60	1471	Y	1310	51	32	1000	Y	514	56	28	2000	Y	1112	54	12	.	Y	.	.	54.3	CHAMBERS	036	111	14.1	787	768	.	.	166	21.6	10	1.3	75	9.8	M	 	.	BARBERS HILL ISD	036902	05	02	02 - 05	E	 	 	04	REGION 04: HOUSTON
036902105	0	0	0	0	0	1	 	BARBERS HILL EL SOUTH	 	N	N	N	N	N	N	N	N	N	Y	N	89	60	1633	Y	1448	42	32	1000	Y	419	49	28	1600	Y	786	58	12	.	Y	.	.	58.3	CHAMBERS	036	66	7.7	858	842	.	.	137	16.3	48	5.7	53	6.3	M	 	.	BARBERS HILL ISD	036902	05	02	02 - 05	E	 	 	04	REGION 04: HOUSTON
036902301	 	 	 	 	 	 	 	BARBERS HILL KINDERGARTEN CENTER	 	N	N	N	N	Y	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	CHAMBERS	036	.	.	.	486	.	.	110	22.6	33	6.8	45	9.3	M	 	.	BARBERS HILL ISD	036902	KG	EE	EE - KG	E	036902105	BARBERS HILL EL SOUTH	04	REGION 04: HOUSTON
036903001	1	0	0	0	0	0	1	EAST CHAMBERS H S	 	N	N	N	N	N	N	N	N	N	N	N	78	60	608	Y	476	32	17	800	Y	255	49	30	1600	Y	789	85	60	25	Y	23.3	22.5	13.8	CHAMBERS	036	46	10.6	435	423	0	0	189	44.7	32	7.6	41	9.7	M	 	.	EAST CHAMBERS ISD	036903	12	09	09 - 12	S	 	 	05	REGION 05: BEAUMONT
036903041	0	0	0	0	0	1	0	EAST CHAMBERS J H	 	N	N	N	N	N	N	N	N	N	N	N	74	60	667	Y	491	41	30	1000	Y	408	38	26	2000	Y	768	40	13	.	Y	.	.	40.3	CHAMBERS	036	16	7.4	217	196	0	0	109	55.6	29	14.8	14	7.1	M	 	.	EAST CHAMBERS ISD	036903	08	07	07 - 08	M	 	 	05	REGION 05: BEAUMONT
036903101	0	0	1	0	0	 	 	EAST CHAMBERS ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	73	60	519	Y	379	45	32	800	Y	363	39	28	1200	Y	472	45	12	.	Y	.	.	45.3	CHAMBERS	036	52	11.4	455	640	.	.	405	63.3	245	38.3	52	8.1	M	 	.	EAST CHAMBERS ISD	036903	04	EE	EE - 04	E	 	 	05	REGION 05: BEAUMONT
036903102	1	1	0	0	1	1	 	EAST CHAMBERS INTERMEDIATE	 	N	N	N	N	N	N	N	N	N	N	N	78	60	509	Y	398	38	30	1200	Y	458	44	26	1200	Y	529	34	13	.	Y	.	.	33.7	CHAMBERS	036	17	7.5	228	214	0	0	136	63.6	50	23.4	27	12.6	M	 	.	EAST CHAMBERS ISD	036903	06	05	05 - 06	M	 	 	05	REGION 05: BEAUMONT
037901001	0	0	0	0	0	0	0	ALTO H S	 	N	N	N	N	N	N	N	N	N	N	N	66	60	310	Y	204	23	17	600	Y	138	33	30	1000	Y	329	77	60	24.5	Y	25	17.9	9.8	CHEROKEE	037	26	12	216	194	0	0	122	62.9	7	3.6	30	15.5	M	 	.	ALTO ISD	037901	12	09	09 - 12	S	 	 	07	REGION 07: KILGORE
037901041	0	1	0	1	1	0	0	ALTO MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	76	60	552	Y	417	40	30	1200	Y	481	39	26	2200	Y	853	33	13	.	Y	.	.	32.8	CHEROKEE	037	18	9.3	193	193	0	0	140	72.5	42	21.8	26	13.5	M	 	.	ALTO ISD	037901	08	05	05 - 08	M	 	 	07	REGION 07: KILGORE
037901101	0	1	0	1	0	 	 	ALTO EL	 	N	N	N	N	N	N	N	N	N	N	N	71	60	180	Y	127	48	32	800	Y	381	36	28	600	Y	215	38	12	.	Y	.	.	37.5	CHEROKEE	037	31	16	194	256	.	.	171	66.8	59	23	17	6.6	M	 	.	ALTO ISD	037901	04	PK	PK - 04	E	 	 	07	REGION 07: KILGORE
037904002	0	1	0	0	1	0	0	JACKSONVILLE H S	 	N	N	N	N	N	N	N	N	N	N	N	70	60	1966	Y	1379	24	17	1200	Y	284	39	30	2400	Y	933	71	60	22.6	Y	16.2	19.9	12.1	CHEROKEE	037	160	12.1	1320	1272	.	.	904	71.1	95	7.5	117	9.2	M	 	.	JACKSONVILLE ISD	037904	12	09	09 - 12	S	 	 	07	REGION 07: KILGORE
037904004	 	 	 	 	 	 	 	COMPASS CENTER	 	N	N	N	Y	N	N	N	N	N	N	N	.	60	0	X	0	.	17	0	X	.	.	30	0	X	.	.	.	.	X	.	.	.	CHEROKEE	037	44	100	44	7	.	.	7	100	0	0	1	14.3	X	 	.	JACKSONVILLE ISD	037904	12	04	04 - 12	B	 	 	07	REGION 07: KILGORE
037904042	0	0	0	1	0	0	0	JACKSONVILLE MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	72	60	2243	Y	1626	43	30	1400	Y	600	35	26	3000	Y	1052	32	13	.	Y	.	.	32	CHEROKEE	037	72	9.6	750	677	.	.	504	74.4	137	20.2	58	8.6	M	 	.	JACKSONVILLE ISD	037904	08	07	07 - 08	M	 	 	07	REGION 07: KILGORE
037904043	0	0	0	0	0	0	 	NICHOLS INT	 	N	N	N	N	N	N	N	N	N	N	N	70	60	1830	Y	1284	32	30	1400	Y	450	34	26	1800	Y	620	23	13	.	Y	.	.	23.2	CHEROKEE	037	73	9.8	747	750	.	.	613	81.7	204	27.2	51	6.8	M	 	.	JACKSONVILLE ISD	037904	06	05	05 - 06	M	 	 	07	REGION 07: KILGORE
037904102	1	0	0	1	0	 	 	EAST SIDE EL	 	N	N	N	N	N	N	N	N	N	N	N	75	60	505	Y	381	46	32	1000	Y	461	46	28	1200	Y	549	41	12	.	Y	.	.	41.3	CHEROKEE	037	47	9.5	495	595	.	.	396	66.6	144	24.2	53	8.9	M	 	.	JACKSONVILLE ISD	037904	04	EE	EE - 04	E	 	 	07	REGION 07: KILGORE
037904103	1	0	0	0	0	 	 	FRED DOUGLASS	 	N	N	N	N	N	N	N	N	N	N	N	79	60	514	Y	407	38	32	1200	Y	450	45	28	1600	Y	712	39	12	.	Y	.	.	38.5	CHEROKEE	037	60	12	499	666	.	.	550	82.6	294	44.1	66	9.9	M	 	.	JACKSONVILLE ISD	037904	04	EE	EE - 04	E	 	 	07	REGION 07: KILGORE
037904104	1	0	0	0	0	 	 	WEST SIDE EL	 	N	N	N	N	N	N	N	N	N	N	N	78	60	387	Y	303	45	32	800	Y	359	49	28	1200	Y	593	36	12	.	Y	.	.	36	CHEROKEE	037	35	9.9	353	462	.	.	429	92.9	201	43.5	34	7.4	M	 	.	JACKSONVILLE ISD	037904	04	PK	PK - 04	E	 	 	07	REGION 07: KILGORE
037904105	1	0	0	1	1	 	 	JOE WRIGHT EL	 	N	N	N	N	N	N	N	N	N	N	N	78	60	479	Y	375	50	32	1000	Y	500	46	28	1400	Y	644	36	12	.	Y	.	.	35.8	CHEROKEE	037	53	12.4	427	522	.	.	466	89.3	253	48.5	46	8.8	M	 	.	JACKSONVILLE ISD	037904	04	EE	EE - 04	E	 	 	07	REGION 07: KILGORE
037907002	0	1	1	0	1	1	0	RUSK H S	 	N	N	N	N	N	N	N	N	N	N	N	75	60	889	Y	667	25	17	800	Y	199	42	30	800	Y	335	75	60	24.7	Y	21.3	15.5	13.3	CHEROKEE	037	78	12.4	630	622	.	.	324	52.1	12	1.9	64	10.3	M	 	.	RUSK ISD	037907	12	09	09 - 12	S	 	 	07	REGION 07: KILGORE
037907041	0	0	0	0	0	0	0	RUSK J H	 	N	N	N	N	N	N	N	N	N	N	N	75	60	1414	Y	1055	38	30	1200	Y	455	38	26	2000	Y	758	30	13	.	Y	.	.	29.5	CHEROKEE	037	73	13.3	547	509	.	.	307	60.3	19	3.7	59	11.6	M	 	.	RUSK ISD	037907	08	06	06 - 08	M	 	 	07	REGION 07: KILGORE
037907100	0	0	1	0	0	0	 	RUSK INTERMEDIATE	 	N	N	N	N	N	N	N	N	N	N	N	76	60	854	Y	650	43	32	1200	Y	513	38	28	2000	Y	762	35	12	.	Y	.	.	35	CHEROKEE	037	43	12.5	343	293	.	.	197	67.2	20	6.8	41	14	M	 	.	RUSK ISD	037907	05	04	04 - 05	E	 	 	07	REGION 07: KILGORE
037907102	1	1	1	0	1	 	 	RUSK EL	 	N	N	N	N	N	N	N	N	N	Y	N	81	60	320	Y	259	46	32	200	Y	92	50	28	400	Y	198	42	12	.	Y	.	.	42	CHEROKEE	037	43	12	359	313	.	.	225	71.9	31	9.9	37	11.8	M	 	.	RUSK ISD	037907	03	02	02 - 03	E	 	 	07	REGION 07: KILGORE
037907103	 	 	 	 	 	 	 	RUSK PRIMARY	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	CHEROKEE	037	25	15.6	160	413	.	.	329	79.7	35	8.5	50	12.1	M	 	.	RUSK ISD	037907	01	EE	EE - 01	E	037907102	RUSK EL	07	REGION 07: KILGORE
037908001	0	0	0	0	0	0	0	NEW SUMMERFIELD SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	68	60	845	Y	571	37	17	800	Y	293	38	30	2000	Y	765	82	60	25	Y	24.2	23.9	8.9	CHEROKEE	037	46	9.4	490	544	0	0	476	87.5	222	40.8	28	5.1	M	 	.	NEW SUMMERFIELD ISD	037908	12	PK	PK - 12	B	 	 	07	REGION 07: KILGORE
037909001	0	0	0	0	0	0	0	WELLS H S	 	N	N	N	N	N	N	N	N	N	N	N	69	60	217	Y	149	33	17	400	Y	130	32	30	1000	Y	317	80	60	24.1	Y	22.2	23.5	10.1	CHEROKEE	037	29	23.2	125	105	.	.	59	56.2	4	3.8	16	15.2	M	 	.	WELLS ISD	037909	12	07	07 - 12	S	 	 	07	REGION 07: KILGORE
037909101	0	0	0	0	0	0	 	WELLS EL	 	N	N	N	N	N	N	N	N	N	N	N	62	60	231	Y	143	30	32	400	N	121	30	28	800	Y	241	30	12	.	Y	.	.	30	CHEROKEE	037	38	23.9	159	177	.	.	123	69.5	13	7.3	18	10.2	M	 	.	WELLS ISD	037909	06	PK	PK - 06	E	 	 	07	REGION 07: KILGORE
038901001	0	0	0	0	0	1	0	CHILDRESS H S	 	N	N	N	N	N	N	N	N	N	N	N	81	60	512	Y	413	26	17	600	Y	158	47	30	1600	Y	758	77	60	23	Y	20.7	21.6	11.8	CHILDRESS	038	45	13.4	335	336	0	0	159	47.3	3	0.9	39	11.6	M	 	.	CHILDRESS ISD	038901	12	09	09 - 12	S	 	 	16	REGION 16: AMARILLO
038901041	1	1	1	1	0	0	0	CHILDRESS J H	 	N	N	N	N	N	N	N	N	N	N	N	83	60	690	Y	570	42	30	800	Y	334	49	26	2000	Y	984	48	13	.	Y	.	.	48	CHILDRESS	038	23	8	288	242	0	0	110	45.5	6	2.5	25	10.3	M	 	.	CHILDRESS ISD	038901	08	06	06 - 08	M	 	 	16	REGION 16: AMARILLO
038901102	0	1	0	0	1	0	 	CHILDRESS EL	 	N	N	N	N	N	N	N	N	N	N	N	87	60	667	Y	583	41	32	600	Y	248	47	28	1600	Y	748	47	12	.	Y	.	.	47	CHILDRESS	038	65	13.7	473	554	.	.	305	55.1	29	5.2	41	7.4	M	 	.	CHILDRESS ISD	038901	05	EE	EE - 05	E	 	 	16	REGION 16: AMARILLO
039902001	0	0	0	0	1	1	1	HENRIETTA H S	 	N	N	N	N	N	N	N	N	N	N	N	81	60	398	Y	321	28	17	400	Y	113	44	30	800	Y	355	82	60	24.3	Y	23.9	18.7	15.4	CLAY	039	38	12.7	299	263	0	0	83	31.6	0	0	24	9.1	M	 	.	HENRIETTA ISD	039902	12	09	09 - 12	S	 	 	09	REGION 09: WICHITA FALLS
039902041	0	1	1	1	1	0	1	HENRIETTA MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	80	60	612	Y	490	41	30	800	Y	328	36	26	1000	Y	364	50	13	.	Y	.	.	49.5	CLAY	039	29	11.8	245	216	0	0	89	41.2	0	0	32	14.8	M	 	.	HENRIETTA ISD	039902	08	06	06 - 08	M	 	 	09	REGION 09: WICHITA FALLS
039902101	1	1	1	0	1	0	 	HENRIETTA EL	 	N	N	N	N	N	N	N	N	N	N	N	85	60	510	Y	433	46	32	600	Y	275	49	28	800	Y	389	54	12	.	Y	.	.	53.5	CLAY	039	50	13.4	372	449	.	.	219	48.8	3	0.7	55	12.2	M	 	.	HENRIETTA ISD	039902	05	EE	EE - 05	E	 	 	09	REGION 09: WICHITA FALLS
039903001	1	0	0	0	0	0	0	PETROLIA JUNIOR HIGH/HIGH SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	82	60	458	Y	376	37	17	600	Y	220	47	30	1000	Y	466	72	60	25	Y	18	16.3	12.4	CLAY	039	29	12.8	226	227	0	0	86	37.9	1	0.4	24	10.6	M	 	.	PETROLIA CISD	039903	12	07	07 - 12	S	 	 	09	REGION 09: WICHITA FALLS
039903101	0	0	0	0	0	0	 	PETROLIA EL	 	N	N	N	N	N	N	N	N	N	N	N	66	60	354	Y	234	33	32	600	Y	196	32	28	800	Y	257	30	12	.	Y	.	.	29.5	CLAY	039	35	13.6	257	297	0	0	189	63.6	3	1	27	9.1	M	 	.	PETROLIA CISD	039903	06	PK	PK - 06	E	 	 	09	REGION 09: WICHITA FALLS
039904001	0	0	0	1	0	0	1	BELLEVUE SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	70	60	211	Y	148	47	17	400	Y	188	30	30	1000	Y	304	69	60	25	Y	16.7	16.7	10.4	CLAY	039	18	12.7	142	138	0	0	80	58	0	0	15	10.9	M	 	.	BELLEVUE ISD	039904	12	KG	KG - 12	B	 	 	09	REGION 09: WICHITA FALLS
039905001	1	1	0	0	0	0	0	MIDWAY SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	75	60	228	Y	171	34	17	400	Y	136	45	30	1000	Y	445	77	60	25	Y	22.7	18.4	10.9	CLAY	039	17	15.6	109	129	0	0	65	50.4	0	0	13	10.1	M	 	.	MIDWAY ISD	039905	12	KG	KG - 12	B	 	 	09	REGION 09: WICHITA FALLS
040901001	0	0	1	0	0	0	0	MORTON SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	58	60	652	N	376	34	17	1000	Y	338	31	30	1000	Y	312	78	60	25	Y	25	23.5	4.8	COCHRAN	040	57	15	380	406	0	0	383	94.3	74	18.2	35	8.6	M	 	.	MORTON ISD	040901	12	PK	PK - 12	B	 	 	17	REGION 17: LUBBOCK
040901002	 	 	 	 	 	 	 	P E P	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	35	35	26	Y	9	.	8	0	Z	.	17	13	400	Y	67	96	33	64.3	Y	.	.	1.8	COCHRAN	040	10	50	20	16	0	0	15	93.8	4	25	2	12.5	A	 	.	MORTON ISD	040901	12	09	09 - 12	S	 	 	17	REGION 17: LUBBOCK
040902001	0	1	1	1	1	1	0	WHITEFACE H S	 	N	N	N	N	N	N	N	N	N	N	N	81	60	354	Y	286	38	17	600	Y	226	39	30	1800	Y	707	81	60	25	Y	25	19.1	12.3	COCHRAN	040	18	9.9	181	163	0	0	92	56.4	2	1.2	20	12.3	M	 	.	WHITEFACE CISD	040902	12	06	06 - 12	B	 	 	17	REGION 17: LUBBOCK
040902002	 	 	 	 	 	 	 	P E P ALTER CO-OP	 	N	N	N	N	N	N	N	N	N	N	N	.	60	3	Z	1	.	17	0	Z	.	.	30	0	Z	.	.	.	.	Z	.	.	.	COCHRAN	040	2	66.7	3	2	0	0	0	0	0	0	0	0	Z	 	.	WHITEFACE CISD	040902	09	09	09 - 09	S	 	 	17	REGION 17: LUBBOCK
040902101	0	0	0	0	0	0	 	WHITEFACE EL	 	N	N	N	N	N	N	N	N	N	N	N	77	60	191	Y	148	39	32	600	Y	235	44	28	1200	Y	530	32	12	.	Y	.	.	32	COCHRAN	040	17	12.9	132	165	.	.	95	57.6	12	7.3	12	7.3	M	 	.	WHITEFACE CISD	040902	05	PK	PK - 05	E	 	 	17	REGION 17: LUBBOCK
041901001	0	1	1	0	1	0	1	BRONTE ISD	 	N	N	N	N	N	N	N	N	N	N	N	81	60	352	Y	285	39	17	600	Y	233	43	30	1400	Y	599	82	60	25	Y	23.5	21.2	12.3	COKE	041	21	14.7	143	255	0	0	120	47.1	4	1.6	24	9.4	M	 	.	BRONTE ISD	041901	12	PK	PK - 12	B	 	 	15	REGION 15: SAN ANGELO
041901003	 	 	 	 	 	 	 	FAIRVIEW ACCELERATED	 	N	N	N	N	N	N	N	N	N	N	N	.	60	.	Z	.	.	17	0	Z	.	.	30	0	Z	.	.	.	.	Z	.	.	.	COKE	041	5	83.3	6	1	0	0	1	100	0	0	0	0	Z	 	.	BRONTE ISD	041901	12	12	12 - 12	S	 	 	15	REGION 15: SAN ANGELO
041902001	1	0	0	0	1	1	0	ROBERT LEE H S	 	N	N	N	N	N	N	N	N	N	N	N	76	60	206	Y	157	35	17	600	Y	212	45	30	1000	Y	448	67	60	25	Y	8.8	22.6	10.5	COKE	041	18	14.8	122	111	0	0	64	57.7	3	2.7	10	9	M	 	.	ROBERT LEE ISD	041902	12	07	07 - 12	S	 	 	15	REGION 15: SAN ANGELO
041902002	 	 	 	 	 	 	 	FAIRVIEW ACCELERATED	AEC OF CHOICE	Y	Y	N	N	N	N	N	N	N	N	N	.	35	1	Z	1	.	8	0	Z	.	.	13	0	Z	.	62	45	61.5	Z	.	.	.	COKE	041	2	66.7	3	2	0	0	2	100	0	0	0	0	Z	 	.	ROBERT LEE ISD	041902	11	10	10 - 11	S	 	 	15	REGION 15: SAN ANGELO
041902005	 	 	 	 	 	 	 	FAIRVIEW DAEP	 	N	N	N	Y	N	N	Y	N	N	N	N	.	60	.	X	.	.	17	0	X	.	.	30	0	X	.	.	.	.	X	.	.	.	COKE	041	1	100	1	2	0	0	1	50	0	0	1	50	X	 	.	ROBERT LEE ISD	041902	12	09	09 - 12	S	 	 	15	REGION 15: SAN ANGELO
041902101	0	0	1	0	1	0	 	ROBERT LEE EL	 	N	N	N	N	N	N	N	N	N	N	N	81	60	199	Y	161	42	32	600	Y	251	36	28	800	Y	289	48	12	.	Y	.	.	48	COKE	041	27	19.9	136	172	0	0	110	64	2	1.2	20	11.6	M	 	.	ROBERT LEE ISD	041902	06	PK	PK - 06	E	 	 	15	REGION 15: SAN ANGELO
041902180	 	 	 	 	 	 	 	WALL SP PROG	 	N	N	N	N	N	N	N	N	N	N	N	.	60	.	Z	.	.	32	0	Z	.	.	28	0	Z	.	.	.	.	Z	.	.	.	COKE	041	1	25	4	3	0	0	2	66.7	0	0	3	100	Z	 	.	ROBERT LEE ISD	041902	08	02	02 - 08	E	 	 	15	REGION 15: SAN ANGELO
041902195	 	 	 	 	 	 	 	FAIRVIEW SPECIAL PROGRAMS	 	N	N	N	N	N	N	N	N	N	N	N	.	60	8	Z	1	.	17	0	Z	.	.	30	0	Z	.	.	.	.	Z	.	.	.	COKE	041	2	28.6	7	6	0	0	5	83.3	0	0	6	100	Z	 	.	ROBERT LEE ISD	041902	12	09	09 - 12	S	 	 	15	REGION 15: SAN ANGELO
042901001	1	0	0	0	1	0	1	COLEMAN H S	 	N	N	N	N	N	N	N	N	N	N	N	86	60	287	Y	247	36	17	600	Y	215	55	30	800	Y	441	80	60	23.3	Y	23.7	18.3	14.8	COLEMAN	042	43	16.4	262	238	0	0	104	43.7	2	0.8	25	10.5	M	 	.	COLEMAN ISD	042901	12	09	09 - 12	S	 	 	15	REGION 15: SAN ANGELO
042901041	0	0	0	0	1	0	0	COLEMAN J H	 	N	N	N	N	N	N	N	N	N	N	N	68	60	745	Y	507	38	30	800	Y	307	32	26	1600	Y	519	33	13	.	Y	.	.	33	COLEMAN	042	45	15.1	299	260	0	0	142	54.6	3	1.2	30	11.5	M	 	.	COLEMAN ISD	042901	08	05	05 - 08	M	 	 	15	REGION 15: SAN ANGELO
042901102	0	0	0	1	0	 	 	COLEMAN EL	 	N	N	N	N	N	N	N	N	N	N	N	66	60	319	Y	209	48	32	600	Y	289	36	28	1000	Y	355	24	12	.	Y	.	.	23.7	COLEMAN	042	42	14.3	293	389	.	.	251	64.5	11	2.8	46	11.8	M	 	.	COLEMAN ISD	042901	04	EE	EE - 04	E	 	 	15	REGION 15: SAN ANGELO
042903001	0	0	1	0	1	1	1	SANTA ANNA SECONDARY	 	N	N	N	N	N	N	N	N	N	N	N	69	60	231	Y	160	36	17	600	Y	214	40	30	1000	Y	399	82	60	25	Y	25	22.7	9.6	COLEMAN	042	27	22.7	119	122	0	0	84	68.9	0	0	11	9	M	 	.	SANTA ANNA ISD	042903	12	07	07 - 12	S	 	 	15	REGION 15: SAN ANGELO
042903101	0	1	1	0	0	0	 	SANTA ANNA EL	 	N	N	N	N	N	N	N	N	N	N	N	77	60	221	Y	171	34	32	600	Y	206	38	28	800	Y	304	37	12	.	Y	.	.	37	COLEMAN	042	32	20	160	163	0	0	121	74.2	0	0	13	8	M	 	.	SANTA ANNA ISD	042903	06	PK	PK - 06	E	 	 	15	REGION 15: SAN ANGELO
042905001	1	0	0	0	1	1	1	PANTHER CREEK SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	75	60	243	Y	183	32	17	600	Y	192	41	30	1000	Y	407	80	60	25	Y	25	22.9	7.5	COLEMAN	042	44	27	163	160	0	0	122	76.3	0	0	14	8.8	M	 	.	PANTHER CREEK CISD	042905	12	PK	PK - 12	B	 	 	15	REGION 15: SAN ANGELO
043801001	1	1	1	1	1	0	1	IMAGINE INTERNATIONAL ACADEMY OF N	 	N	N	Y	N	N	N	N	N	N	N	N	94	60	2160	Y	2029	48	17	1600	Y	768	59	30	2400	Y	1410	92	60	24.4	Y	25	25	17.9	COLLIN	043	98	8.6	1145	1230	0	0	75	6.1	97	7.9	67	5.4	M	 	.	IMAGINE INTERNATIONAL ACADEMY OF N	043801	12	KG	KG - 12	B	 	 	10	REGION 10: RICHARDSON
043901001	0	0	0	0	0	1	1	ALLEN H S	 	N	N	N	N	N	N	N	N	N	N	N	90	60	3558	Y	3186	32	17	1600	Y	512	39	30	800	Y	315	88	60	24.4	Y	19.3	22.5	21.3	COLLIN	043	291	6	4885	4839	.	.	613	12.7	110	2.3	434	9	M	 	.	ALLEN ISD	043901	12	09	09 - 12	S	 	 	10	REGION 10: RICHARDSON
043901002	0	1	1	1	1	1	 	LOWERY FRESHMAN CENTER	 	N	N	N	N	N	N	N	N	N	N	N	95	60	4010	Y	3805	52	17	1600	Y	825	59	30	1800	Y	1059	84	21	.	Y	.	.	84.3	COLLIN	043	79	4.7	1683	1598	.	.	226	14.1	36	2.3	140	8.8	M	 	.	ALLEN ISD	043901	10	09	09 - 10	S	 	 	10	REGION 10: RICHARDSON
043901042	1	1	1	1	1	1	1	W E PETE FORD MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	92	60	3000	Y	2752	49	30	1600	Y	781	54	26	3000	Y	1627	70	13	.	Y	.	.	70.2	COLLIN	043	46	5	919	866	.	.	202	23.3	45	5.2	102	11.8	M	 	.	ALLEN ISD	043901	08	07	07 - 08	M	 	 	10	REGION 10: RICHARDSON
043901043	0	0	1	1	1	1	1	WALTER & LOIS CURTIS MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	95	60	4271	Y	4050	51	30	1600	Y	811	58	26	3000	Y	1745	81	13	.	Y	.	.	80.5	COLLIN	043	66	5.2	1272	1256	.	.	151	12	27	2.1	112	8.9	M	 	.	ALLEN ISD	043901	08	07	07 - 08	M	 	 	10	REGION 10: RICHARDSON
043901044	0	1	1	1	1	1	1	ERECKSON MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	93	60	4140	Y	3864	55	30	1600	Y	875	50	26	3000	Y	1506	78	13	.	Y	.	.	77.5	COLLIN	043	74	6	1240	1215	.	.	155	12.8	48	4	115	9.5	M	 	.	ALLEN ISD	043901	08	07	07 - 08	M	 	 	10	REGION 10: RICHARDSON
